date,aet,def,pdsi,pet,pr,ro,soil,srad,swe,tmmn,tmmx,vap,vpd,vs,NDVI,EVI,water
1997-05-01,631.301874455491,443.567777525418,442.809837594739,1074.89597951284,2.58387794515389,0,1756.35610074128,2090.41963501489,0,131.5015555044,286.222408669916,1508.23226800238,122.623808025274,148.508998528814,0,0,0
1997-06-01,442.253472734123,496.033844269641,467.472514741807,938.330412325828,0,0,1314.12887031558,1845.97060088136,0,126.817916828147,287.29720055386,1442.61697033921,127.91687812063,147.48464374246,0,0,0.912014223713062
1997-07-01,396.041008466256,680.355229214138,484.871131548642,1076.38531131809,0.019129471668955,0,918.284021574909,1845.71998121082,0,118.512969964998,262.734689629414,1221.6931272702,119.570286188866,230.918681907133,0,0,0.193160129771749
1997-08-01,265.114310931221,1163.98289242751,471.305480523445,1429.14497256532,0,0,653.180300746818,2335.60392007634,0,135.789396659267,308.352581795247,1305.31692330637,171.828480746807,225.554917377833,0,0,1.00875101235061
1997-09-01,153.629096244249,1531.38554843203,453.407003258779,1685.05475630317,1.44796017703505,0,513.160242077191,2207.44123088885,0,187.122837626549,327.943035940961,1378.8708368665,221.307180324606,285.904997299461,0,0,0.997890322312183
1997-10-01,208.562999689755,1843.34876570428,419.576902033839,2051.95805520392,12.6690927689484,0.840797776218759,424.878460069461,2578.4131893433,0,212.703252996677,346.664149069829,1472.73980630679,258.273120507724,300.141347803944,0,0,0
1997-11-01,859.476669503465,733.049857310909,445.257284857239,1592.52363576535,84.0038075737592,4.07929913538242,363.51279084683,2160.56624753848,0,224.844118004208,350.639836544623,1926.52945352284,228.73184759717,202.149488539209,0,0,0
1997-12-01,1326.09125567088,170.089437466672,298.666920518601,1496.08653246173,137.045358799025,6.85679580118143,339.84690474293,2180.42768096614,0,198.249112037023,316.697525969828,2260.47641708248,124.902817883017,278.618424218462,0,0,0
1998-01-01,1090.80262060162,0,314.342717041182,1090.80262060162,253.096440810964,12.6651361780394,1653.75404188284,1634.95722747718,0,221.473869339,304.733373633355,2582.07497996402,95.5021256279743,172.271697670148,0,0,0
1998-02-01,1146.87658775183,59.4232703458097,208.054293927565,1206.33765490481,117.965623848765,5.84248801688669,1627.30642733734,2181.17379340235,0,209.643748890454,314.407219832194,2568.4387239357,99.9296574401345,177.898399173044,0,0,0.806381063946559
1998-03-01,961.760665201756,340.021855426856,146.067722573953,1301.81164221929,72.7838647930611,3.57425716327306,1356.81618153857,2065.65010557591,0,203.772896323537,329.162855290376,2555.68793079092,117.187538383076,174.058062506821,0,0,0.065003799184873
1998-04-01,499.429391781534,823.01212149251,-130.328105903597,1322.3944921291,0,0,858.011914257249,2268.60774338471,0,177.866932798448,319.278184029426,2020.54206333597,139.072817906961,198.323867320863,0,0,1.0086526698426
1998-05-01,235.610223691624,990.680656947918,-274.185010256582,1226.28832988597,0,0,622.450722509992,2287.66692086067,0,135.566057508683,313.701816288689,1623.24167874414,146.957779933498,163.949194421461,0,0,0.870027941757498
1998-06-01,127.848559666208,903.608008889382,-300.173490869986,1031.5649200151,0,0,494.519117824629,2022.87706721319,0,108.562801758447,287.120705089024,1355.37767805866,128.085407487424,183.682407270902,0,0,0
1998-07-01,82.260952546769,1094.82806829443,-311.132832550423,1177.13571149062,0,0,412.276713714335,2056.21556994059,0,122.28557111041,276.268940177303,1248.21919509532,132.844461480786,235.57040248826,0,0,1.0083530758056
1998-08-01,57.9161524979232,1282.9329499273,-299.727305045446,1340.84382775171,0,0,354.32413840107,2179.85187669597,0,145.612008596578,288.162166883475,1266.50768545735,156.226069877466,227.542416886126,0,0,1.00734681816065
1998-09-01,43.19594098011,1779.5580137466,-284.294126555634,1822.69716424452,0,0,311.103249507696,2574.41279917593,0,177.982218027844,324.033717041522,1292.92271520434,218.281520505123,306.818069043531,0,0,1.00734533019575
1998-10-01,45.4634274833942,2268.66416051165,-307.358164354305,2314.17792449365,1.18944895978743,0,277.612294727295,2817.50442585898,0,220.044725446206,364.085397601977,1533.79823317277,286.053263053155,343.419196121485,0,0,0.986345613097212
1998-11-01,625.626805950017,1251.83729413725,-278.452189147968,1877.45003512927,63.0507793085593,3.05566939023886,250.718276261687,2277.19729234487,0,227.646272724133,354.735218193058,2031.32569015995,227.186153582245,325.257067103726,0,0,0
1998-12-01,1278.84462209368,0,-142.011606799274,1278.84462209368,328.37201357693,16.4381194011676,2091.37305982681,2098.9282773768,0,198.739176716589,291.214880969281,2253.05839708993,94.0586992117986,191.873483532862,0,0,0
1999-01-01,1024.91476521718,0,242.724026548416,1024.91476521718,244.602750292546,80.5067874207842,2707.29520001616,1514.01700575922,0,210.689545419874,290.394271656231,2338.09241254202,93.8343221746349,171.621722161432,0,0,0.153827983834408
1999-02-01,1033.83327558271,0,287.09090973149,1033.83327558271,193.467503896886,87.4113552334219,2733.92921044,1809.2375972682,0,212.526898202799,300.90782857401,2551.89255904504,86.6778249892514,189.084616668646,0,0,0
1999-03-01,1177.63491838007,42.0943422910093,297.747755404588,1219.69329320206,116.483439376718,6.11268988869124,2661.67231922201,2011.68856224533,0,200.479367221838,296.667883460483,2288.67399504497,98.6955256544497,188.780548652655,0,0,0
1999-04-01,776.322496407552,457.916016667074,266.280313813393,1234.20053991994,2.36495141592803,0,1907.97595253481,2135.49844116056,0,171.866562932168,304.063353068886,1872.88279849865,130.206870010457,193.343979984191,0,0,0
1999-05-01,606.300880454829,606.687593300335,269.080065548393,1212.9804757603,0,0,1301.80836538123,2153.0927182897,0,139.575634131,299.501802264351,1542.1431758765,138.992368348231,198.043421849715,0,0,0
1999-06-01,358.658427413274,612.181302324042,255.817915545433,970.933419195356,0,0,943.122403573268,1867.07775541486,0,119.441221345454,276.085059136533,1366.65325749474,119.500871578447,182.83173600106,0,0,0
1999-07-01,252.639730113575,800.836767386507,233.559617138974,1053.45044275864,0,0,690.566261682534,1799.40340377543,0,118.192703461515,261.411652515198,1221.6720493561,117.979327030135,226.064610966555,0,0,1.00881195049948
1999-08-01,157.136779290089,1155.27730367722,213.268336207184,1312.41810088905,0,0,533.459626135076,2154.74870276578,0,132.929851129935,287.752450890017,1238.11489355699,152.003224930897,222.850993521783,0,0,0
1999-09-01,101.327088472028,1705.25278099217,195.757503602716,1806.54083208455,0.54604050160613,0,437.860265713333,2612.44565146304,0,162.675241825778,316.631540669386,1196.21800598532,208.417776995228,310.337344265706,0,0,0.953155153469813
1999-10-01,177.307423082489,1993.68088405669,174.313869951282,2170.93265716068,11.8620300093485,0.845989244358369,372.566609554544,2735.56831243422,0,213.510157298353,346.452686208159,1472.90263021343,258.589118669509,329.10247471429,0,0,0
1999-11-01,465.224102108819,1303.97297008814,124.377793810752,1769.16397539037,43.9155584645608,2.01615417400237,324.886386967764,2357.91071173862,0,221.740702940905,351.735154074465,1963.17732442299,224.379482067489,256.694495104994,0,0,1.00538621061192
1999-12-01,1397.17165390395,326.53438234247,-139.400924118408,1723.69038388721,143.284004882523,7.08364180607492,289.189506562195,2652.97963849019,0,209.153073348319,324.979267033331,2485.78364558581,121.85193316958,319.607307381695,0,0,0.994478624024466
2000-01-01,1224.90357540255,0,-195.619078847228,1224.90357540255,180.582199915924,9,779.579363322389,1893.29498241657,0,213.480699055137,304.662614926891,2491.93248676496,97.8750067299728,197.859271490333,0,0,0.566474789316571
2000-02-01,956.615815469121,0,-181.8113047287,956.615815469121,178.894391290681,8.95996106022636,1522.49386749874,1616.26038880257,0,215.389129256174,297.210559129863,2521.81471281405,87.3808369041243,182.529970285506,0,0,0
2000-03-01,1165.6818837355,0,126.607008013371,1165.6818837355,200.189311213418,12.3542332979533,2234.40231374225,1919.59132088407,0,209.187220270028,298.773339680773,2374.35683248681,99.2583497150157,159.751009889212,0,0,0
2000-04-01,800.769775326676,266.973434191134,188.817835982965,1067.83688818395,48.9015433100656,2.43631676055563,1898.50813329554,1783.04048183525,0,181.016587987847,302.585129001685,1991.87344169929,122.354006069461,163.698687048251,5988.63525307434,3712.79006929962,0
2000-05-01,574.090950316559,418.049630869145,247.68536201094,992.135684023446,16.0165952394554,0.99746959882524,1476.59883727971,1870.01232544403,0,150.899666819339,275.678122955142,1578.79745367608,113.912860044967,144.823778608369,5409.65028975177,2995.96584908978,0
2000-06-01,365.401990703576,505.216003446568,274.284949113885,870.574280012687,0.144332131914983,0,1112.5633999136,1590.37019373086,0,135.232058064868,258.301633561817,1394.61167334648,105.869756752976,183.54918463863,4565.43052478105,2465.07570842414,0.845555160646251
2000-07-01,342.876113951516,710.235683578769,303.538344320778,1053.11102494315,0,0,769.758380756695,1909.09096635904,0,114.953747320411,267.001475018379,1238.68976190778,120.542039716928,202.563351324394,3925.80662869762,2194.93809143388,0
2000-08-01,190.673445273782,1094.76426950812,300.690555565629,1285.44531727331,0,0,579.064188269568,2192.0873184404,0,130.979803447183,280.315499186076,1202.88147005171,146.098273740727,213.636546862329,3409.94865394061,2002.15057760622,0
2000-09-01,111.134734250754,1740.41182539083,282.875137532587,1851.53125773691,0,0,467.968169368863,2531.81663134359,0,180.611017452093,340.728010674919,1376.7006799923,235.737265113706,299.961417026027,3083.23090583127,1835.82830390121,0.94578834184971
2000-10-01,167.074565117229,2031.85089432525,249.234816087902,2199.02360588667,9.78094053030477,0.340983119827029,394.114107783544,2734.52800959745,0,212.7641483002,367.453718485003,1540.9817535999,285.317655582082,307.629242678869,3280.09849326068,1966.14952808711,0
2000-11-01,876.535612208568,533.017254485996,311.266686773921,1409.60862974002,86.678437818648,4.19613844964014,341.159092252443,1971.66577161741,0,209.739143058176,340.326880740788,1869.66598945644,206.498624349195,171.019626001672,4031.77478037647,2570.18740984457,1.00875311602512
2000-12-01,1203.70694021767,0,271.83271835468,1203.70694021767,202.6792920377,10.0094289733945,1062.86773098856,1774.49504166084,0,206.906990380331,305.807768799541,2372.82328572128,105.976789548379,207.127447238558,5451.87411980583,3584.66423711517,0
2001-01-01,1183.95538881795,0,263.078034345265,1183.95538881795,202.62713819002,10.1293346409034,1804.0635786042,1886.60377102497,0,204.698760676029,310.70949232236,2433.19404400018,104.833657318362,136.212743112768,6315.93485026491,4422.05837922178,0.994710011118519
2001-02-01,875.687368568861,0,401.315220238559,875.687368568861,287.287463455482,106.799247046937,2732.73482593916,1446.98934531651,0,216.982205012573,288.386625005261,2466.0904204189,83.804213920422,175.878938915112,5658.89850539839,4071.41660051072,0.007589441955182
2001-03-01,1113.3980852331,0,521.830836562067,1113.3980852331,203.967889463584,92.500683720719,2733.92921044,1835.26401488086,0,208.627594733554,294.784185471538,2358.91892042351,95.4975369327543,150.959309869133,6098.09727720422,4169.96050688455,0
2001-04-01,876.733888309487,329.13163345236,524.58311130981,1205.81927616284,32.7747765939946,1.65661760656531,2168.46210372265,2037.01490352795,0,187.08484990024,311.725930283988,2089.15853297209,128.268385104237,187.752338592689,6893.26426034244,4161.39866558148,0.564956466508195
2001-05-01,630.863735266323,505.787709633937,532.978735408277,1136.74068077561,2.4566248581746,0,1560.58982508572,1966.19136659999,0,153.069949570531,305.958809319961,1724.58400787553,136.23731341216,177.600665574593,6005.45464934401,3340.76160130983,0.584225304156704
2001-06-01,417.038256993614,551.326739505437,523.396936827882,968.345520489393,0,0,1143.57821950075,1860.89694972344,0,115.015788583436,271.515203409352,1353.06668287448,113.865402058979,193.557883183416,5283.36591067659,2822.17462815301,0
2001-07-01,331.416358535984,736.015641755455,500.048575862609,1067.46084329375,0.05729790671352,0,812.716951543176,1973.1100381941,0,108.739999911066,266.934431581581,1213.88071169415,120.18918494306,204.090628526395,4406.74076823478,2410.45274240984,1.01077036885846
2001-08-01,213.208073042178,1201.97185658985,465.337296753984,1415.20546952632,0,0,599.474388667105,2285.19284710837,0,141.74674967137,311.762219748391,1348.27913091173,174.948196692377,219.562997124328,3674.59943039991,2100.0296471427,1.010296785546
2001-09-01,128.674791336653,1761.44249106121,431.384387387812,1890.1129675535,0.962829807124297,0,480.157718448746,2627.67204309646,0,185.359433591165,339.114684440408,1390.48502489663,235.285653101484,305.515675294144,3292.85931102392,2074.97112187812,1.00975032615934
2001-10-01,175.209038617899,1992.99827235541,383.8748695651,2168.24857729926,10.2558769504521,0.592364602705877,402.301067713957,2780.23358143302,0,216.475719611055,371.191531950353,1595.54952739689,289.297675192211,284.042985042873,3228.02062280442,2064.13652838756,0.993899104452075
2001-11-01,948.691102412226,697.430371090848,429.162573144625,1646.15880463378,94.0535037586941,4.82782045699506,346.994721923019,2234.75130024434,0,230.635756676356,341.975363598086,2001.48034670218,212.728576180722,231.336729418172,4381.46069175386,2952.05017477677,1.00944093207764
2001-12-01,1219.41098772734,0,401.821025750398,1219.41098772734,228.840180192231,11.5225819389093,1302.02134259784,1844.73607282259,0,208.323945600617,311.828522443561,2409.18126025104,111.135773043785,174.578137304434,6583.10734718069,4660.69251988046,0.605744338109686
2002-01-01,1089.58080818844,259.639970152104,245.818461656603,1349.26622179869,97.7546697114311,4.93101800622478,1140.96603536049,2107.59688042269,0,207.867080652605,318.663795365744,2553.37980779132,105.653512686383,204.243546768947,6762.79021206122,4926.5810564763,0.863389275169712
2002-02-01,1038.25134430128,213.755401474062,100.15011741108,1251.91788082665,97.8337137919798,4.83337719074711,1032.31634416959,2288.11161870287,0,193.734248957326,317.159675511009,2512.13035314996,97.6153008443,200.708938053129,7012.31406381478,4640.73195334485,1.00697544264433
2002-03-01,734.238955456994,768.571586022731,-320.320114938008,1502.82368149838,43.4568986235285,2,711.125721047697,2493.59977896275,0,191.627568343853,323.784159081838,2433.14843255782,113.042918187823,227.395163210808,5516.36467394676,3532.85127455828,0.844719163812982
2002-04-01,863.878950630569,386.97706394654,-277.055661351899,1250.86477075851,79.0658565330677,3.92880907025817,598.286999574827,2096.02539212565,0,182.426376736838,317.070042524533,2092.62947055728,131.923200566174,199.738299579716,5489.16357101326,2936.13561953235,1.00943068735376
2002-05-01,118.500456235683,1051.01438760331,-344.661395236995,1169.51140678142,0,0,479.773359160922,2113.77845353618,0,139.564618662838,305.886707543625,1647.38161819663,136.432207766132,174.24702875571,5166.1938275702,2792.13414696115,1.00878157549179
2002-06-01,79.9225788946021,849.295844006941,-365.476030250158,929.17588405498,0.239489801398262,0,402.164569953916,1789.54016842547,0,120.842147635924,267.901783519625,1357.23881743698,112.302581384778,180.415693491579,4387.29988995206,2291.62958545377,0
2002-07-01,55.2046381908743,1082.5337714628,-374.544250944678,1137.73780934357,0,0,347.007321799399,1989.50472066083,0,119.896726804856,295.707286584627,1372.20528845842,141.611129167923,198.57409619123,3619.64648191723,1975.41168104539,1.00958810377875
2002-08-01,41.44094463841,1392.69303255461,-365.608834700594,1434.14454964599,0,0,305.519923488682,2154.51343246033,0,150.473018437901,298.970904183325,1340.03913813256,164.354857312616,266.893590124678,3209.75127888131,1818.84492668178,0
2002-09-01,41.4432664018919,1806.76731600496,-343.375312922335,1848.24981133845,0.975457475639554,0,273.208878928569,2481.89089488623,0,187.380305261967,331.929011465412,1386.42965006881,226.34100381428,318.924222872056,2965.01717000152,1753.38527845937,0.999567292964777
2002-10-01,273.606235443336,1863.58169580937,-265.068257072287,2137.10297014972,25.8441604876913,1.18944895978743,247.118848249473,2587.12146849194,0,227.947973192307,365.101051534658,1629.4507939144,284.71406872063,303.093686122987,2900.3571236422,1857.01138778138,1.00966060358595
2002-11-01,585.756572164291,1267.05689799073,-247.287002396795,1852.87829064861,59.4089368046198,3.00283614886187,225.765261507741,2474.65045633831,0,221.379990210329,351.560854957896,1993.59980902957,220.630565858125,282.144873898963,4840.83358130687,3101.13137939954,1.01068394717273
2002-12-01,1485.12748262436,0,-273.243528246558,1485.12748262436,188.916547436985,9.58692794807852,535.511203719256,2261.94793801175,0,205.516991786185,317.464927660068,2413.28208433486,116.039551166432,256.730949782949,5593.88544898519,3991.19711563665,0.981327271877407
2003-01-01,1352.09351572727,0,-298.120623132156,1352.09351572727,181.43809968158,8.92330740768995,907.135112001452,2170.99911566284,0,212.826130199225,316.504546365662,2528.81655056682,109.073950081564,165.981485888951,6553.6255641076,4047.86970606163,1.0103863199859
2003-02-01,1051.90779677981,0,-219.943234060399,1051.90779677981,232.762617201571,11.7249925859137,2067.00819864553,1830.35992533238,0,216.643813009046,312.04795174533,2630.16047125543,96.1414007201674,160.563899094542,6965.14117225257,4770.8264693614,0.69572867360192
2003-03-01,1167.26563855722,0,64.3994005963424,1167.26563855722,201.3450959966,31.3739195529726,2599.57730820948,1850.80157474512,0,203.863665195936,306.153895567934,2373.66757442906,104.43894837641,175.82921276598,6437.16790011486,4107.2100301427,0.94358307524411
2003-04-01,797.554223104657,388.333303545868,167.867738445399,1185.86587750117,18.6055112572684,1,1978.92425983133,2082.3939182258,0,170.9725171191,312.057241193657,1980.4394069894,129.155448763447,163.700027621107,6638.99400315781,3857.27935724201,1.01079453546086
2003-05-01,598.246208639747,528.616729000864,226.127798753477,1126.87019756189,3.72819512917614,0,1415.83269593284,2140.33323338998,0,137.559432171629,297.472289993225,1592.15637443822,130.547895767695,155.207586551549,5763.60715010919,3260.75865766948,0
2003-06-01,368.202306593255,543.466133958435,238.546119550989,911.646169029542,0.123081068545154,0,1048.7860807241,1789.64861567806,0,129.461325354739,261.036557791052,1368.48985860731,108.314495470994,176.230545146571,4970.6088613282,2718.78255603951,0
2003-07-01,313.181525601774,787.707670680483,238.756380424214,1100.86173866227,0,0,735.591493759685,1934.55205875583,0,103.512969964998,267.620799787516,1191.20154926187,120.9298821032,230.909111920722,4274.66470884017,2337.0314266706,0
2003-08-01,174.51951187434,1245.76019945689,225.352234863891,1420.2653056502,0,0,561.066336079942,2329.07950748234,0,134.393478477258,304.352581795247,1301.35596331986,166.361578733493,230.401731937423,3466.49777554416,2065.49894508488,1.01134463779608
2003-09-01,105.142331594202,1766.74227710452,208.899623566226,1871.85162906377,0,0,456.672212312072,2601.8778533971,0,178.803957275024,337.943035940962,1357.59073890821,232.373153071554,304.688248732936,3133.22577478284,1868.0863051237,0
2003-10-01,236.354847427168,1891.80542907807,211.172531468394,2128.1851075034,17.4933633066518,1,386.279654926017,2615.46766320997,0,226.550535216655,367.123742897615,1629.42417686539,287.020888175055,293.31649889909,3190.5464835756,1824.01005418943,0.915617920782494
2003-11-01,630.020767446025,1226.20166745967,187.772540396082,1856.2258529962,60.9360260975843,3.00357232402791,335.302458979666,2378.12366651629,0,230.13812456623,361.053428796895,2082.25815734215,234.54802718601,281.970284085216,3160.13911978046,1930.22643310926,1.00846870949197
2003-12-01,1284.56318120233,115.121691290784,27.3858446534262,1399.66856198194,133.652455011803,6.85088963905803,320.417802683713,2132.32853768221,0,206.31951259266,321.223535747871,2436.43817281339,119.478179155113,207.957801123932,5830.76159912786,3688.69507582623,0.778888688954297
